mabr,b,name,nb_arr_rate,ap_abbr,mibr,pct_black,p,state,arr_rate_disproportion,b_arr_rate,lat,lng,minbr,manbr
3.627569531,1654,Manchester Township Police Department,33.54,N.J.,23.57920195,0.0384026,43070,NJ,5.10,171.1,39.97175,-74.339648,3.525207649,0.627776705
4.40528634,681,Barnegat Township Police Department,38.85,N.J.,22.0264317,0.032527704,20936,NJ,2.99,116.0,39.762878,-74.26924,4.788941002,1.678597877
7.493352671,4137,Clifton Police Department,56.11,N.J.,30.69857385,0.049170391,84136,NJ,4.84,271.7,40.862137,-74.1603932,9.012612658,2.2000275
5.107252298,979,Haledon Police Department,54.37,N.J.,40.85801839,0.117696562,8318,NJ,2.74,149.1,40.9369885,-74.1888673,14.71590135,1.090066767
18.54974706,593,Little Falls Police Department ,51.23,N.J.,21.92242834,0.041089246,14432,NJ,3.26,166.9,40.879799,-74.228422,6.792398295,1.589710239
13.73737374,7425,Passaic Police Department,59.45,N.J.,30.97643098,0.106404322,69781,NJ,3.48,207.0,40.8564132,-74.1269404,10.64853422,3.913015588
15.33013776,46314,Paterson Police Department,47.12,N.J.,9.996977156,0.316787393,146199,NJ,2.73,128.9,40.9147462,-74.1628255,3.974570756,5.7466086
1.716738197,1165,Prospect Park Police Department,41.70,N.J.,30.04291845,0.198635976,5865,NJ,1.71,71.2,40.9415204,-74.1744353,12.9787234,0.212765957
7.217321583,1247,Wayne Police Department,37.05,N.J.,25.66158785,0.022789992,54717,NJ,10.17,376.9,40.942081,-74.250452,5.685431083,0.972507948
6,500,Woodland Park Police Department,18.38,N.J.,6,0.042304764,11819,NJ,1.74,32.0,40.8899082,-74.1945807,2.650410814,0.265041081
0.107422924,9309,Salem County Sheriff's Office,15.46,N.J.,0.322268772,0.140868302,66083,NJ,9.69,149.9,39.5738282,-75.3573559,0.140909571,0.035227393
14.16707377,2047,Penns Grove Police Department,103.23,N.J.,81.09428432,0.397707402,5147,NJ,3.94,406.9,39.7273552,-75.4676982,17.74193548,3.225806452
18.45480138,3197,Salem City Police Department,225.24,N.J.,138.5674069,0.621259231,5146,NJ,3.03,681.9,39.5682361,-75.472553,42.58594151,5.130836326
8.082292432,1361,Carneys Point Police Department,126.79,N.J.,60.98457017,0.169089328,8049,NJ,2.14,271.9,39.705041,-75.468218,25.11961722,2.093301435
0,28943,Somerset County Sheriff's Office,2.42,N.J.,0.069101337,0.089483806,323444,NJ,7.59,18.3,40.5655218,-74.61993,0,0
5.952380958,504,Bernards Township Police Department,15.14,N.J.,29.76190479,0.018910401,26652,NJ,10.35,156.7,40.684451,-74.570209,3.021263577,0.038243843
8.37520938,597,Bound Brook Police Department,77.41,N.J.,97.15242881,0.057392809,10402,NJ,6.45,499.2,40.5677486,-74.5372499,20.0917899,0.713921469
5.66572238,1059,Bridgewater Township Police Department,30.43,N.J.,16.05288008,0.023817021,44464,NJ,16.23,493.9,40.590644,-74.61437,0.806358714,0.092155282
2.720841647,16539,Franklin Township Police Department,16.35,N.J.,7.860209202,0.265473515,62300,NJ,4.99,81.6,40.493904,-74.516917,1.813771552,0.284084701
0,1757,Hillsborough Township Police Department,36.28,N.J.,27.31929425,0.045871081,38303,NJ,3.72,134.9,40.507303,-74.656173,11.79335632,0.273627757
1.579778832,633,Montgomery Township Police Department,14.34,N.J.,9.478672992,0.028444325,22254,NJ,4.30,61.6,40.430705,-74.667886,3.607603719,0.138753989
5.321722303,4134,North Plainfield Police Department,37.97,N.J.,12.57861635,0.18845733,21936,NJ,3.50,133.0,40.6212554,-74.4394664,4.269183238,1.123469273
7.482993197,1470,Somerville Police Department ,47.42,N.J.,35.37414966,0.121507687,12098,NJ,4.65,220.4,40.5697495,-74.6076819,7.621377493,0.752728641
0,2677,Sussex County Sheriff's Office,8.42,N.J.,0,0.017934546,149265,NJ,3.33,28.0,41.1374239,-74.6918545,0,0
0,118313,Union County Sheriff's Office,2.96,N.J.,0,0.220527904,536499,NJ,4.13,12.2,40.6598707,-74.3086957,0,0
8.445945932,592,Cranford Police Department,29.50,N.J.,145.27027,0.026165746,22625,NJ,13.23,390.2,40.656302,-74.303716,11.61893523,0.31770526
10.59104886,26343,Elizabeth Police Department,35.15,N.J.,19.85347151,0.210796278,124969,NJ,5.30,186.4,40.6662613,-74.19353,3.437227506,2.190091862
7.642304989,11384,Hillside Police Department,27.05,N.J.,14.58186929,0.531863203,21404,NJ,2.43,65.8,40.695552,-74.228561,4.99001996,0.798403194
4.959588538,10888,Linden Police Department,43.33,N.J.,34.44158707,0.268846144,40499,NJ,2.95,127.9,40.6252302,-74.2378233,10.50285367,0.742967141
3.239222587,25006,Plainfield Police Department ,42.66,N.J.,12.0771015,0.502047864,49808,NJ,1.75,74.6,40.6154442,-74.4157753,7.176840577,2.056285783
5.912262031,8457,Rahway Police Department,30.55,N.J.,15.1353908,0.309259124,27346,NJ,2.57,78.5,40.6071525,-74.2805307,5.505849966,2.276457197
3.703703704,11610,Roselle Police Department,36.41,N.J.,13.78122308,0.550628409,21085,NJ,2.18,79.4,40.6522106,-74.2601578,6.965699208,1.583113456
2.554278416,783,Roselle Park Police Department,79.99,N.J.,130.2681992,0.058885463,13297,NJ,5.72,457.2,40.6652651,-74.266706,24.05306057,0.958926003
1.919385797,2605,Scotch Plains Police Department,19.13,N.J.,40.6909789,0.110803913,23510,NJ,6.44,123.2,40.638252,-74.373914,7.605835924,0.765367137
3.033367038,989,Springfield Police Department,34.93,N.J.,25.27805865,0.06252766,15817,NJ,6.77,236.6,40.701801,-74.322168,9.576476936,0.404639871
6.18556701,970,Summit Police Department,16.11,N.J.,18.55670103,0.045206693,21457,NJ,11.90,191.8,40.7156222,-74.3646841,3.807292429,0.390491531
4.50752269,16417,Township Of Union Police Department,39.48,N.J.,15.47176707,0.28983793,56642,NJ,4.49,177.2,40.696951,-74.270439,5.096333126,0.969546302
4.06504065,984,Westfield Police Department,21.17,N.J.,30.48780488,0.032458108,30316,NJ,12.00,254.1,40.6516437,-74.3434472,4.159279967,0.579571799
0,3818,Warren County Sheriff's Office ,10.96,N.J.,0,0.03512678,108692,NJ,4.85,53.2,40.8535238,-75.0095421,0,0
8.928571429,1120,Phillipsburg Police Department,116.27,N.J.,33.03571429,0.074916388,14950,NJ,3.94,458.0,40.691974,-75.1790059,9.689081706,1.446131598
9.1601475,145085,Newark Police Department,43.69,N.J.,13.77813006,0.523507974,277140,NJ,3.57,156.1,40.7242204,-74.1725735,3.786301162,3.044186135
